Postcode,Total,Males,Females,Occupied_Households,Number of connections, Average Speed/Mbps , Median Speed/Mbps , Maximum Speed/Mbps
MK404DX,68,37,31,18,14,27.5,25,>=30
MK404DY,65,30,35,21,21,22.4,18.2,>=30
MK404DZ,78,39,39,25,21,26.1,25,>=30
MK404EA,15,6,9,7,4,>=30,25,>=30
MK404EB,108,57,51,30,22,19.2,16.8,>=30
MK404ED,21,12,9,7,4,>=30,>=30,>=30
MK404EE,13,6,7,5,2,N/A,N/A,N/A
MK404EF,143,71,72,49,33,21.6,13.3,>=30
MK404EG,15,8,7,5,3,17.2,17.2,20
MK404EH,108,54,54,38,26,25.3,20,>=30
MK404EJ,82,41,41,33,17,21.9,20,>=30
MK404EL,62,31,31,15,12,26.5,20,>=30
MK404EN,28,12,16,8,4,12.7,12.5,20
MK404EP,59,24,35,16,15,25.2,20,>=30
MK404EQ,160,80,80,40,35,24.1,20,>=30
MK404ER,23,12,11,8,5,>=30,>=30,>=30
MK404ES,86,52,34,20,14,28.1,16.5,>=30
MK404ET,42,24,18,16,11,>=30,20,>=30
MK404EU,15,6,9,3,3,12.8,6.9,25.2
MK404EW,26,17,9,8,4,18.4,17.5,>=30
MK404EY,96,46,50,26,22,19.1,13.7,>=30
MK404EZ,49,26,23,13,8,29.6,25,>=30
MK404FA,19,9,10,8,6,2.2,2.2,2.9
MK404FB,74,36,38,26,23,1.8,2,2.8
MK404FD,43,23,20,15,16,2,2.1,3
MK404FE,52,29,23,19,17,3.5,3.4,5.7
MK404FF,64,36,28,22,23,3.8,3.6,7.1
MK404FG,36,17,19,13,12,3.8,3.5,5.9
MK404FH,32,16,16,12,13,4.2,3.5,8.1
MK404FL,10,5,5,5,13,4.2,3.5,8.1
MK404FQ,127,64,63,58,46,7.7,6.6,>=30
MK404FR,92,45,47,24,19,8.6,8.7,13.7
MK404FS,85,44,41,34,46,1.7,1.7,2.9
MK404FT,71,44,27,21,21,8.3,8.3,13.7
MK404FW,72,38,34,35,19,6.9,7.3,10.9
MK404FX,76,41,35,38,24,7,7.6,11.7
MK404FY,128,66,62,57,52,8.3,7,>=30
MK404FZ,119,55,64,58,47,7.4,8,13.3
MK404GA,57,28,29,26,20,2,2,3
MK404GB,91,46,45,32,28,1.9,1.9,3.1
MK404GD,35,15,20,10,9,1.9,1.9,2.8
MK404GE,32,15,17,11,8,1.8,1.9,2.6
MK404GF,47,25,22,17,12,2.2,2.2,3.1
MK404GJ,65,37,28,37,78,1.7,1.8,3
MK404GL,58,29,29,22,17,1.7,1.9,2.5
MK404GN,99,46,53,38,39,1.1,1.1,2.6
MK404GP,56,21,35,19,51,1.6,1.5,3.8
MK404GQ,8,3,5,4,14,1.8,1.9,3.6
MK404GR,29,14,15,9,8,1.7,1.8,2.3
MK404GS,50,26,24,15,25,2,1.5,3.9
MK404GU,43,20,23,16,26,1.5,1.5,2.6
MK404GW,12,4,8,2,18,1.1,1.1,2.4
MK404GX,5,3,2,3,3,28.7,>=30,>=30
MK404GY,4,3,1,1,16,1.1,0.8,2.3
MK404HA,64,26,38,18,13,21.4,20,>=30
MK404HD,103,45,58,30,19,27.1,10.1,>=30
MK404HE,37,22,15,12,6,15.4,13.5,>=30
MK404HF,5,3,2,1,<3,N/A,N/A,N/A
MK404HG,39,15,24,14,9,28.5,20,>=30
MK404HH,68,33,35,15,13,>=30,>=30,>=30
MK404HJ,138,60,78,46,34,21.2,14.2,>=30
MK404HL,31,12,19,13,6,21.9,18.4,>=30
MK404HP,129,58,71,49,39,21.9,15,>=30
MK404HQ,87,47,40,25,15,20.9,13.8,>=30
MK404HR,99,42,57,35,21,22.9,20,>=30
MK404HU,116,53,63,36,25,21.9,20,>=30
MK404HX,39,19,20,16,12,8.3,3.7,>=30
MK404HY,42,22,20,24,13,28.4,16.4,>=30
MK404HZ,61,26,35,27,21,22.4,20,>=30
MK404JD,33,21,12,9,6,23.8,25,>=30
MK404JF,24,15,9,10,6,24.3,19,>=30
MK404JG,13,10,3,7,2,N/A,N/A,N/A
MK404JH,23,12,11,6,9,22.7,20,>=30
MK404JL,20,12,8,7,5,20.7,19.6,>=30
MK404JN,102,56,46,25,17,29.6,20,>=30
MK404JP,83,44,39,27,19,28.2,29.4,>=30
MK404JS,113,53,60,32,18,20.2,14.8,>=30
MK404JT,35,18,17,10,10,17.3,15.1,>=30
MK404JU,48,21,27,11,9,>=30,>=30,>=30
MK404JW,101,59,42,24,17,>=30,>=30,>=30
MK404JX,5,3,2,1,<3,N/A,N/A,N/A
MK404JY,210,106,104,60,50,22.1,13.9,>=30
MK404JZ,63,28,35,19,13,24.5,20,>=30
MK404LA,38,20,18,12,8,25.6,16.8,>=30
MK404LB,78,43,35,22,16,>=30,>=30,>=30
MK404LD,65,24,41,17,12,18.3,15.9,>=30
MK404LE,152,73,79,51,34,21.6,20,>=30
MK404LF,47,20,27,13,7,26.3,13.2,>=30
MK404LG,193,102,91,48,39,28.9,20,>=30
MK404LH,35,20,15,12,10,28.8,24.4,>=30
MK404LJ,33,21,12,11,7,18,14.2,>=30
MK404LL,38,18,20,10,9,23.5,15.8,>=30
MK404LN,80,44,36,20,13,21.9,17.2,>=30
MK404LP,33,19,14,9,6,24.5,13.3,>=30
MK404LQ,30,14,16,10,7,27.7,25,>=30
MK404LR,125,58,67,37,22,28.4,20,>=30
MK404LS,68,31,37,25,19,>=30,20,>=30
MK404LW,65,35,30,19,13,27.8,20,>=30
MK404LY,83,35,48,28,18,29.6,20,>=30
MK404LZ,68,34,34,33,18,27.5,20,>=30
MK404NA,127,49,78,40,31,23,20,>=30
MK404NB,87,45,42,30,23,22.2,20,>=30
MK404ND,60,33,27,20,15,29.8,20.6,>=30
MK404NE,12,6,6,7,5,13.4,10.5,>=30
MK404NF,73,38,35,20,18,19,10.2,>=30
MK404NG,16,11,5,7,1,N/A,N/A,N/A
MK404NJ,38,20,18,10,7,26.2,9.4,>=30
MK404NL,44,26,18,11,7,19.7,20,>=30
MK404NN,28,12,16,7,7,>=30,>=30,>=30
MK404NP,35,21,14,10,9,27.5,20,>=30
MK404NQ,81,38,43,31,20,20.4,20,>=30
MK404NR,124,64,60,32,23,26.6,17.2,>=30
MK404NS,25,10,15,8,3,27,>=30,>=30
MK404NT,147,72,75,38,30,24.9,20,>=30
MK404NU,20,8,12,5,5,>=30,>=30,>=30
MK404NW,164,82,82,47,35,23.1,13.3,>=30
MK404NX,121,65,56,29,17,28.5,20,>=30
MK404NY,12,5,7,6,4,12.9,9,>=30
MK404NZ,67,32,35,18,12,>=30,>=30,>=30
MK404PA,23,12,11,14,7,15.3,20,>=30
MK404PB,43,19,24,20,14,18.4,14.9,>=30
MK404PD,136,71,65,42,37,23.3,20,>=30
MK404PE,51,25,26,16,12,22,25,>=30
MK404PF,14,7,7,4,2,N/A,N/A,N/A
MK404PG,51,24,27,15,12,22,20,>=30
MK404PH,24,9,15,15,9,21.8,2.5,>=30
MK404PR,14,6,8,4,4,>=30,>=30,>=30
MK404PS,125,60,65,43,27,12.8,7,>=30
MK404PT,80,40,40,17,14,8.8,7,>=30
MK404PU,16,12,4,10,5,17.4,20,>=30
MK404PX,7,3,4,4,2,N/A,N/A,N/A
MK404PZ,19,9,10,6,6,>=30,>=30,>=30
MK404QA,28,13,15,16,8,3.2,3.2,4
MK404QB,8,4,4,5,5,>=30,>=30,>=30
MK404QD,15,8,7,7,3,28.7,3.1,>=30
MK404QE,25,11,14,8,9,29.3,>=30,>=30
MK404QG,28,12,16,16,11,13.7,3.2,>=30
MK404QH,67,36,31,31,24,15.3,2.9,>=30
MK404QJ,142,72,70,59,51,13.2,2.9,>=30
MK404QL,22,15,7,17,8,>=30,>=30,>=30
MK404QN,49,23,26,24,18,10.8,2.4,>=30
MK404QP,14,7,7,6,3,>=30,>=30,>=30
MK404QQ,17,7,10,6,6,>=30,>=30,>=30
MK404QR,15,10,5,7,6,19.4,3.3,>=30
MK404QS,11,7,4,5,4,>=30,>=30,>=30
MK404QT,9,4,5,3,2,N/A,N/A,N/A
MK404QU,21,11,10,8,7,>=30,>=30,>=30
MK404QW,16,7,9,9,6,3.9,3.4,7.4
MK404QX,28,14,14,12,11,22.7,3.8,>=30
MK404QY,21,11,10,7,5,25.4,17.4,>=30
MK404QZ,23,10,13,9,10,12.9,3.1,>=30
MK404RA,30,15,15,10,12,23.4,3,>=30
MK404RB,18,7,11,5,5,>=30,>=30,>=30
MK404RE,102,54,48,51,38,29.6,>=30,>=30
MK404RF,35,18,17,14,12,>=30,>=30,>=30
MK404RG,28,13,15,12,12,>=30,>=30,>=30
MK404RN,25,12,13,9,8,16.4,3.1,>=30
MK404RW,28,12,16,11,7,>=30,>=30,>=30
MK410AA,38,11,27,26,19,16.7,20,>=30
MK410AB,82,47,35,37,35,21.7,20,>=30
MK410AD,58,30,28,23,20,17.7,20,>=30
MK410AE,62,31,31,22,16,>=30,>=30,>=30
MK410AF,61,26,35,21,16,28,20,>=30
MK410AG,131,63,68,51,37,19.1,4.2,>=30
MK410AH,44,22,22,23,14,25.8,20,>=30
MK410AJ,38,22,16,22,15,29.7,>=30,>=30
MK410AN,43,19,24,20,9,>=30,20,>=30
MK410AP,62,31,31,21,19,26.8,20,>=30
MK410AQ,128,62,66,41,34,20.3,6.4,>=30
MK410AR,26,10,16,14,11,19.7,5.5,>=30
MK410AS,43,18,25,21,18,23.3,20,>=30
MK410AT,11,7,4,3,4,4.2,4.2,5.1
MK410AW,26,15,11,10,11,>=30,>=30,>=30
MK410AX,87,43,44,37,23,22.6,20,>=30
MK410AY,131,54,77,37,30,3.2,3.4,4.7
MK410AZ,94,50,44,29,23,>=30,>=30,>=30
MK410BA,13,8,5,6,3,28.3,20,>=30
MK410BB,54,26,28,25,18,21.3,15,>=30
MK410BD,6,3,3,2,<3,N/A,N/A,N/A
MK410BE,31,13,18,13,8,15.7,12.5,>=30
MK410BG,85,44,41,35,25,23.1,20,>=30
MK410BH,17,8,9,6,6,>=30,20,>=30
MK410BJ,48,20,28,26,15,27.2,20,>=30
MK410BL,32,15,17,14,12,23.8,25,>=30
MK410BN,28,12,16,11,6,13.5,12.2,>=30
MK410BP,33,20,13,11,11,21.6,4.4,>=30
MK410BQ,45,18,27,27,16,17.3,20,>=30
MK410BS,42,25,17,18,14,28,>=30,>=30
MK410BT,79,36,43,31,22,21.1,20,>=30
MK410BU,30,14,16,16,8,>=30,>=30,>=30
MK410BW,36,16,20,17,15,27,>=30,>=30
MK410BX,26,12,14,12,6,22.9,20,>=30
MK410BY,20,9,11,9,6,>=30,>=30,>=30
MK410BZ,47,25,22,20,18,24.5,20,>=30
MK410DA,14,7,7,6,6,28.3,20,>=30
MK410DB,101,46,55,32,26,23.3,20,>=30
MK410DD,15,7,8,8,3,12.8,4.2,>=30
MK410DE,122,60,62,41,41,23.2,20,>=30
MK410DF,88,44,44,30,28,24.6,20,>=30
MK410DG,38,16,22,17,12,19.9,11.7,>=30
MK410DH,19,13,6,7,6,>=30,20,>=30
MK410DJ,49,24,25,16,14,>=30,20,>=30
MK410DL,17,9,8,6,4,>=30,>=30,>=30
MK410DN,19,8,11,8,6,>=30,>=30,>=30
MK410DP,25,11,14,11,11,>=30,25,>=30
MK410DQ,12,6,6,6,6,17.9,11.9,>=30
MK410DR,63,33,30,36,26,28,20,>=30
MK410DS,30,14,16,13,13,26.6,4.1,>=30
MK410DU,78,36,42,40,38,23.4,20,>=30
MK410DW,7,2,5,3,2,N/A,N/A,N/A
MK410ET,47,22,25,21,16,19.8,20,>=30
MK410EU,39,16,23,23,12,12.8,3.5,>=30
MK410EX,54,31,23,19,14,21.8,12.5,>=30
MK410EY,47,23,24,23,16,28.7,20,>=30
MK410GA,54,23,31,19,20,1.2,1.2,2
MK410GB,57,23,34,20,17,1.7,1.9,2.5
MK410GD,112,48,64,38,32,2.1,2,10.1
MK410GE,78,39,39,33,25,1.8,2,2.7
MK410GF,60,29,31,20,17,1.3,1.3,2.1
MK410GG,27,14,13,9,10,1,1,1.4
MK410GH,44,26,18,20,16,1.8,2,2.6
MK410GJ,87,45,42,28,33,1.5,1.5,2.9
MK410GN,39,19,20,13,10,1.1,1.1,1.9
MK410GP,32,15,17,9,7,1.8,1.8,2.7
MK410GQ,70,35,35,23,23,1.4,1.5,2.7
MK410GY,5,3,2,3,3,2.2,1.9,3.4
MK410HA,20,7,13,10,8,23.6,20,>=30
MK410HB,84,35,49,34,22,22.5,20,>=30
MK410HD,169,75,94,55,46,>=30,20,>=30
MK410HE,29,16,13,8,8,>=30,>=30,>=30
MK410HF,11,5,6,5,4,26.9,12,>=30
MK410HH,38,20,18,18,10,>=30,25,>=30
MK410HJ,99,51,48,39,32,28.6,20,>=30
MK410HL,60,18,42,26,21,20.1,20,>=30
MK410HN,61,33,28,47,18,26.8,20,>=30
MK410HP,3,2,1,1,<3,N/A,N/A,N/A
MK410HW,55,29,26,42,19,21.5,20,>=30
MK410HY,10,6,4,4,0,N/A,N/A,N/A
MK410JD,6,2,4,2,<3,N/A,N/A,N/A
MK410JE,13,8,5,4,4,4.6,4.4,7
MK410JF,12,7,5,4,1,N/A,N/A,N/A
MK410JG,4,2,2,3,1,N/A,N/A,N/A
MK410JH,13,7,6,7,3,3.6,3.8,5.7
MK410JJ,8,4,4,4,3,3.2,3.3,3.4
MK410JL,27,12,15,12,11,6,6.4,7.6
MK410JP,23,8,15,8,8,3.9,3.3,7.6
MK410JR,19,9,10,10,6,4.6,4.5,7.6
MK410JS,77,35,42,39,22,5.7,5.9,7.6
MK410JT,44,20,24,19,13,5.5,6.2,8.1
MK410JU,66,30,36,25,16,3.5,3.6,5.7
MK410JX,67,27,40,17,12,4.3,3.1,15.9
MK410JY,85,42,43,36,27,6.3,6.8,8.1
MK410JZ,7,3,4,4,4,4.5,3.8,7.4
MK410LA,18,6,12,4,4,4.2,4.9,6.8
MK410LB,51,22,29,30,24,4.9,5.7,7.6
MK410LD,36,18,18,16,13,6.6,6.6,16.7
MK410LE,2,1,1,1,<3,N/A,N/A,N/A
MK410LF,1,0,1,1,1,N/A,N/A,N/A
MK410LH,50,23,27,24,18,2,1.8,4.4
MK410LJ,56,29,27,22,19,3.1,3,5.1
MK410LL,28,13,15,11,9,2.8,2.3,4
MK410LN,29,13,16,12,10,2.4,2.1,4.1
MK410LP,101,51,50,37,30,2.4,2.3,4.5
MK410LR,66,29,37,33,22,1.6,1.4,3.2
MK410LS,27,13,14,12,11,1.7,1.7,2.8
MK410LT,5,2,3,3,2,N/A,N/A,N/A
MK410LU,78,44,34,30,24,3.8,4,6.2
MK410LW,7,4,3,2,<3,N/A,N/A,N/A
MK410LX,24,15,9,10,7,2.7,2.4,4.6
MK410LY,25,16,9,12,7,3.7,3.5,6.6
MK410NE,62,31,31,27,21,28.6,>=30,>=30
MK410NF,49,19,30,17,14,25.3,20,>=30
MK410NH,87,44,43,29,19,23.1,5,>=30
MK410NJ,56,28,28,15,15,>=30,25,>=30
MK410NL,53,24,29,20,12,>=30,20,>=30
MK410NN,128,52,76,52,36,>=30,>=30,>=30
MK410NP,34,15,19,12,9,22.6,3.6,>=30
MK410NQ,9,4,5,3,3,2.9,3.4,4
MK410NR,5,2,3,3,2,N/A,N/A,N/A
MK410NS,30,13,17,17,12,>=30,>=30,>=30
MK410NT,32,16,16,11,9,26,>=30,>=30
MK410NU,26,12,14,9,6,17.7,20,>=30
MK410NW,58,31,27,19,19,27.8,20,>=30
MK410NX,28,17,11,14,10,26.8,20,>=30
MK410NY,15,8,7,5,2,N/A,N/A,N/A
MK410NZ,35,14,21,11,8,>=30,>=30,>=30
MK410PA,23,9,14,9,6,>=30,>=30,>=30
MK410PB,32,15,17,10,6,19.3,11.4,>=30
MK410PD,23,14,9,9,5,>=30,>=30,>=30
MK410PE,21,11,10,8,6,>=30,>=30,>=30
MK410PF,33,14,19,11,10,29.4,20,>=30
MK410PG,21,10,11,9,7,29.5,>=30,>=30
MK410PH,16,6,10,8,6,13.6,3.4,>=30
MK410PJ,14,4,10,5,3,>=30,>=30,>=30
MK410PL,13,5,8,4,3,>=30,>=30,>=30
MK410PN,13,5,8,4,3,>=30,>=30,>=30
MK410PP,11,4,7,5,5,3,3.1,4.1
MK410PQ,12,5,7,5,5,>=30,20,>=30
MK410PR,20,10,10,6,5,>=30,20,>=30
MK410PT,38,13,25,19,9,24.5,20,>=30
MK410PU,85,42,43,34,16,29.8,>=30,>=30
MK410PW,26,11,15,16,10,7.1,3,>=30
MK410PX,10,4,6,5,5,>=30,20,>=30
MK410PY,8,3,5,5,1,N/A,N/A,N/A
MK410PZ,83,35,48,29,21,>=30,20,>=30
MK410QD,8,6,2,7,7,25.5,20,>=30
MK410QE,22,8,14,12,13,21.1,20,>=30
MK410QF,13,6,7,8,3,>=30,>=30,>=30
MK410QH,33,17,16,11,9,>=30,>=30,>=30
MK410QJ,23,12,11,12,7,24.8,>=30,>=30
MK410QL,14,7,7,5,5,27.7,>=30,>=30
MK410RA,22,11,11,9,6,20,12.2,>=30
MK410RE,105,57,48,34,32,>=30,>=30,>=30
MK410RL,4,1,3,3,2,N/A,N/A,N/A
MK410RN,30,15,15,10,8,>=30,>=30,>=30
MK410RP,28,13,15,9,7,28.8,20,>=30
MK410RU,53,30,23,21,17,15.6,2.7,>=30
MK410RW,107,48,59,40,33,28,3.1,>=30
MK410RZ,25,11,14,13,9,11.8,2.6,>=30
MK410SA,10,4,6,7,5,17.9,2.8,>=30
MK410SB,31,13,18,18,14,10.2,2.9,>=30
MK410SD,98,44,54,39,39,26.8,20,>=30
MK410SE,1,1,0,1,0,N/A,N/A,N/A
MK410SH,29,14,15,15,10,6.1,2.5,>=30
MK410SJ,17,10,7,8,10,24.3,2.3,>=30
MK410SL,32,14,18,14,11,>=30,>=30,>=30
MK410SN,59,28,31,26,26,11.5,2.6,>=30
MK410SP,69,32,37,30,27,17.8,3,>=30
MK410SQ,39,16,23,19,17,11.8,2.8,>=30
MK410SR,24,12,12,12,11,20.8,20,>=30
MK410SS,52,30,22,17,15,22.1,>=30,>=30
MK410ST,17,8,9,6,3,2.9,3.1,3.3
MK410SU,17,7,10,6,5,>=30,>=30,>=30
MK410SW,17,9,8,7,6,26,16.2,>=30
MK410SX,54,29,25,18,15,22.9,2.9,>=30
MK410SY,24,13,11,7,4,>=30,21.4,>=30
MK410SZ,12,4,8,6,6,2,2.3,2.5
MK410TB,28,15,13,15,8,17.9,3.2,>=30
MK410TD,63,33,30,35,20,14.6,3.1,>=30
MK410TE,62,29,33,35,25,15.6,3.2,>=30
MK410TF,49,20,29,35,21,24.3,20,>=30
MK410TG,35,16,19,13,12,19.1,20,>=30
MK410TH,16,7,9,6,3,27.3,20,>=30
MK410TJ,47,18,29,25,17,26.8,25,>=30
MK410TL,59,25,34,29,21,25.4,20,>=30
MK410TN,134,65,69,61,41,22.8,20,>=30
MK410TQ,66,26,40,37,28,12.8,2.6,>=30
MK410TR,23,15,8,17,10,2,2,2.8
MK410TS,12,6,6,10,8,21.7,25,>=30
MK410TT,37,17,20,18,12,4.7,2.4,>=30
MK410TU,38,20,18,17,15,16.9,2.3,>=30
MK410TW,149,73,76,60,45,25.6,20,>=30
MK410TX,56,29,27,20,14,18.2,3.2,>=30
MK410TZ,41,17,24,22,16,4.4,2.2,>=30
MK410UE,2,1,1,1,<3,N/A,N/A,N/A
MK410UG,28,11,17,17,13,23.2,4,>=30
MK410UJ,30,10,20,15,11,10.8,2.3,>=30
MK410UL,62,32,30,23,19,23,3.8,>=30
MK410UN,26,13,13,11,7,14.6,2.4,>=30
MK410UP,25,11,14,9,8,>=30,>=30,>=30
MK410UQ,24,10,14,13,10,6.4,2.9,>=30
MK410UR,54,24,30,21,21,25,20,>=30
MK410US,79,38,41,28,27,>=30,>=30,>=30
MK410UT,40,22,18,15,14,27.6,20,>=30
MK410UU,38,20,18,19,18,24.1,20,>=30
MK410UW,55,31,24,17,14,24.3,3.1,>=30
MK410UX,17,10,7,8,7,12.7,3,>=30
MK410UY,65,29,36,27,22,28,>=30,>=30
MK410WA,43,21,22,14,14,20.8,20,>=30
MK410WB,47,24,23,14,13,>=30,>=30,>=30
MK410WD,87,45,42,41,30,27.9,20,>=30
MK410WE,30,15,15,12,10,>=30,>=30,>=30
MK410WN,105,53,52,44,41,22.6,20,>=30
MK410WP,130,65,65,47,44,23.7,2.5,>=30
MK410WR,106,54,52,32,29,1.9,1.7,3.4
MK410WS,42,16,26,20,19,1.7,1.6,2.8
MK416AA,7,3,4,2,2,N/A,N/A,N/A
MK416AB,2,1,1,2,<3,N/A,N/A,N/A
MK416AD,10,4,6,3,<3,N/A,N/A,N/A
MK416AE,1,1,0,1,<3,N/A,N/A,N/A
MK416AF,71,30,41,51,16,5.7,3.3,>=30
MK416AG,51,23,28,25,19,20,4.1,>=30
MK416AH,40,21,19,12,8,>=30,26.7,>=30
MK416AJ,47,18,29,36,20,10.6,3.4,>=30
MK416AL,43,23,20,31,18,4.9,2.9,>=30
MK416AN,32,16,16,15,15,24.2,13.4,>=30
MK416AP,32,16,16,14,8,21.2,20,>=30
MK416AQ,63,29,34,32,22,23.2,20,>=30
MK416AR,42,25,17,15,12,18.9,8,>=30
MK416AS,52,28,24,20,16,19.7,5.7,>=30
MK416AU,38,17,21,14,14,28,25,>=30
MK416AW,13,7,6,4,4,27.2,>=30,>=30
MK416AX,14,8,6,8,8,12,4.6,>=30
MK416AY,34,16,18,15,13,20.5,3.2,>=30
MK416AZ,74,35,39,40,27,23.8,25,>=30
MK416BA,55,29,26,28,17,19.7,11.6,>=30
MK416BB,141,68,73,54,48,23.8,20,>=30
MK416BD,123,65,58,51,36,20.2,20,>=30
MK416BE,28,15,13,13,13,>=30,>=30,>=30
MK416BG,139,63,76,53,43,26,20,>=30
MK416BJ,3,0,3,1,43,26,20,>=30
MK416BN,20,10,10,12,7,21.2,4.1,>=30
MK416BP,82,38,44,34,24,>=30,>=30,>=30
MK416BQ,47,24,23,19,17,>=30,25.9,>=30
MK416BS,61,28,33,25,19,14,5.3,>=30
MK416BT,32,17,15,15,11,26.3,20,>=30
MK416BU,101,49,52,43,35,20.2,20,>=30
MK416BW,7,4,3,6,10,27.2,20,>=30
MK416BX,10,3,7,6,7,14.6,4.6,>=30
MK416BY,44,19,25,16,11,17.9,20,>=30
MK416BZ,128,61,67,45,32,16.8,4,>=30
MK416DA,72,37,35,35,30,21.8,20,>=30
MK416DB,41,15,26,22,14,14.1,11.8,>=30
MK416DD,7,4,3,2,<3,N/A,N/A,N/A
MK416DE,86,44,42,37,25,18.2,20,>=30
MK416DF,117,58,59,48,35,>=30,>=30,>=30
MK416DG,80,46,34,39,29,22.6,20,>=30
MK416DN,25,13,12,16,10,6,2.8,20
MK416DP,41,18,23,23,8,11.6,11.9,20
MK416DR,40,19,21,24,14,22.3,12.6,>=30
MK416DS,91,46,45,44,32,19.9,20,>=30
MK416DT,84,46,38,28,20,21.5,5.2,>=30
MK416DU,78,38,40,28,21,29.6,20,>=30
MK416DW,72,32,40,34,27,17.1,4.5,>=30
MK416DX,142,65,77,52,43,26.7,20,>=30
MK416DY,105,57,48,45,42,24.8,20,>=30
MK416DZ,70,34,36,33,22,16.8,4.8,>=30
MK416EA,40,19,21,14,12,24.9,20,>=30
MK416EB,34,15,19,14,11,>=30,>=30,>=30
MK416ED,106,52,54,40,32,19.9,20,>=30
MK416EE,18,8,10,6,6,21.9,3.4,>=30
MK416EF,14,9,5,5,0,N/A,N/A,N/A
MK416EG,44,21,23,16,11,>=30,20,>=30
MK416EH,4,2,2,1,<3,N/A,N/A,N/A
MK416EJ,48,22,26,18,16,29.8,27.6,>=30
MK416EL,6,3,3,3,4,5.2,5.6,6.9
MK416EN,10,5,5,4,4,10.4,11.9,15.6
MK416EP,41,23,18,18,16,17.6,15.1,>=30
MK416EQ,18,10,8,9,5,27,>=30,>=30
MK416ER,30,14,16,13,11,17.1,20,>=30
MK416ES,34,16,18,10,10,>=30,>=30,>=30
MK416ET,16,9,7,7,6,10.3,3,>=30
MK416EU,3,1,2,1,<3,N/A,N/A,N/A
MK416EX,6,4,2,2,4,28.9,27.3,>=30
MK416EY,12,7,5,4,4,4.4,2.8,10.8
MK416FG,24,12,12,10,8,12.6,3.4,>=30
MK416FS,43,21,22,14,15,13.4,15.5,>=30
MK416GA,68,42,26,21,19,17.3,1.9,>=30
MK416GB,145,75,70,47,45,20.5,2,>=30
MK416GD,153,73,80,45,40,17.3,1.8,>=30
MK416GE,45,18,27,18,18,20,1.5,>=30
MK416GF,31,13,18,14,12,14.3,1.5,>=30
MK416GG,13,5,8,6,4,11.2,1.6,>=30
MK416GH,39,21,18,13,13,21.2,1.8,>=30
MK416GJ,49,29,20,14,13,15.9,1.8,>=30
MK416GL,31,13,18,13,6,14.6,1.7,>=30
MK416GN,57,26,31,21,16,13.5,1.3,>=30
MK416GP,60,29,31,20,15,12.9,1.4,>=30
MK416GQ,77,41,36,23,20,16.4,1.5,>=30
MK416HA,2,1,1,1,<3,N/A,N/A,N/A
MK416HB,86,37,49,57,19,6.3,4,24.8
MK416HE,29,17,12,7,6,12.9,13.9,21.1
MK416HG,7,4,3,3,3,25.6,2.3,>=30
MK416HH,33,15,18,8,8,>=30,>=30,>=30
MK416HJ,27,15,12,19,11,29.2,>=30,>=30
MK416HL,213,28,185,23,16,20.8,2.8,>=30
MK416HP,20,8,12,11,10,28.2,21,>=30
MK417AA,36,22,14,15,13,20.3,9.7,>=30
MK417AB,24,13,11,7,6,29.2,20,>=30
MK417AD,34,15,19,19,14,29.6,14.9,>=30
MK417AE,14,7,7,5,5,>=30,>=30,>=30
MK417AF,2,2,0,2,2,N/A,N/A,N/A
MK417AG,16,6,10,11,8,21.9,20,>=30
MK417AH,28,10,18,0,<3,N/A,N/A,N/A
MK417AJ,35,18,17,24,8,>=30,>=30,>=30
MK417AL,8,5,3,8,4,17,17.1,>=30
MK417AN,25,18,7,21,13,27.3,>=30,>=30
MK417AP,35,16,19,18,11,14.3,5.4,>=30
MK417AQ,12,4,8,8,3,>=30,>=30,>=30
MK417AR,65,35,30,23,20,>=30,>=30,>=30
MK417AS,59,29,30,23,14,21.2,12.8,>=30
MK417AT,34,18,16,29,11,20.4,20,>=30
MK417AU,29,22,7,26,14,22.3,20,>=30
MK417AW,10,4,6,5,4,>=30,>=30,>=30
MK417AX,71,36,35,26,25,14.1,5,>=30
MK417AY,32,17,15,14,12,21.5,20,>=30
MK417AZ,45,20,25,19,16,>=30,20,>=30
MK417BA,25,13,12,7,7,17.2,20,>=30
MK417BB,7,3,4,1,<3,N/A,N/A,N/A
MK417BD,19,9,10,7,7,>=30,>=30,>=30
MK417BG,73,40,33,29,26,>=30,>=30,>=30
MK417BH,8,3,5,4,2,N/A,N/A,N/A
MK417BL,24,11,13,11,8,15.8,20,>=30
MK417BN,29,13,16,12,10,29.1,20,>=30
MK417BP,35,19,16,18,12,16.2,4.9,>=30
MK417BQ,41,16,25,20,15,17.4,5.5,>=30
MK417BS,59,30,29,24,21,29.5,25,>=30
MK417BT,48,24,24,22,18,27.5,20,>=30
MK417BU,43,20,23,15,13,28.4,>=30,>=30
MK417BW,68,34,34,30,25,27.5,20,>=30
MK417BX,9,6,3,5,3,18.2,20,>=30
MK417BY,21,12,9,11,8,20.6,12.7,>=30
MK417BZ,28,18,10,23,10,23.8,>=30,>=30
MK417DA,8,6,2,5,2,N/A,N/A,N/A
MK417DB,7,3,4,3,2,N/A,N/A,N/A
MK417DD,27,21,6,22,11,22.3,20,>=30
MK417DE,32,22,10,24,7,29.6,5.4,>=30
MK417DH,90,44,46,34,24,26.6,7.1,>=30
MK417DP,8,5,3,6,6,>=30,>=30,>=30
MK417DS,38,17,21,19,17,25.9,20,>=30
